Invoice_Number,Invoice_Date,Customer_Name,Region,Product,Sales_Amount
INV116013,45468,Verma Traders,South,Shampoo 180ml,32443
INV116014,45522,Singh Enterprises,South,Toothpaste 150g,8965
INV116015,45320,Verma Traders,South,Shampoo 180ml,48788
INV116016,45592,Agarwal Stores,North,Toothpaste 150g,47185
INV116017,45486,Verma Traders,East,Soap 100g,37884
INV116018,45598,Agarwal Stores,West,Soap 100g,18599
INV116019,45530,Sharma Distributors,North,Soap 100g,3582
INV116020,45648,Sharma Distributors,East,Toothpaste 150g,20407
INV116021,45558,Gupta Retailers,West,Biscuits 200g,24565
INV116022,45505,Singh Enterprises,West,Shampoo 180ml,27918
INV116023,45373,Sharma Distributors,North,Biscuits 200g,8069
INV116024,45419,Singh Enterprises,East,Toothpaste 150g,2904
INV116025,45553,Gupta Retailers,South,Detergent 1kg,11413
INV116026,45358,Singh Enterprises,South,Biscuits 200g,17321
INV116027,45353,Sharma Distributors,West,Toothpaste 150g,42494
INV116028,45424,Sharma Distributors,North,Soap 100g,39658
INV116029,45428,Verma Traders,North,Detergent 1kg,1973
INV116030,45319,Verma Traders,South,Soap 100g,45842
INV116031,45502,Verma Traders,North,Biscuits 200g,42399
INV116032,45496,Singh Enterprises,North,Biscuits 200g,29227
INV116033,45544,Sharma Distributors,East,Shampoo 180ml,844
INV116034,45329,Gupta Retailers,East,Shampoo 180ml,7901
INV116035,45334,Agarwal Stores,West,Toothpaste 150g,646
INV116036,45408,Sharma Distributors,East,Biscuits 200g,43795
INV116037,45481,Verma Traders,North,Soap 100g,29591
INV116038,45337,Verma Traders,South,Shampoo 180ml,21562
INV116039,45457,Singh Enterprises,South,Soap 100g,36993
INV116040,45596,Verma Traders,South,Toothpaste 150g,31904
INV116041,45494,Singh Enterprises,West,Soap 100g,25332
INV116042,45524,Gupta Retailers,South,Soap 100g,11943
INV116043,45536,Verma Traders,East,Detergent 1kg,24213
INV116044,45500,Singh Enterprises,East,Toothpaste 150g,41347
INV116045,45539,Verma Traders,North,Shampoo 180ml,4434
INV116046,45586,Singh Enterprises,West,Detergent 1kg,45173
INV116047,45618,Sharma Distributors,South,Biscuits 200g,19121
INV116048,45449,Singh Enterprises,North,Biscuits 200g,30015
INV116049,45292,Agarwal Stores,South,Shampoo 180ml,48002
INV116050,45508,Gupta Retailers,South,Toothpaste 150g,49091
INV116051,45540,Sharma Distributors,North,Biscuits 200g,32003
INV116052,45360,Gupta Retailers,East,Biscuits 200g,7567
INV116053,45321,Sharma Distributors,North,Biscuits 200g,12409
INV116054,45406,Verma Traders,West,Toothpaste 150g,7438
INV116055,45299,Singh Enterprises,North,Biscuits 200g,10436
INV116056,45566,Verma Traders,South,Shampoo 180ml,45438
INV116057,45606,Gupta Retailers,East,Shampoo 180ml,29824
INV116058,45626,Gupta Retailers,North,Shampoo 180ml,42048
INV116059,45327,Sharma Distributors,East,Detergent 1kg,37691
INV116060,45602,Gupta Retailers,East,Shampoo 180ml,41484
INV116061,45335,Singh Enterprises,East,Soap 100g,24687
INV116062,45446,Gupta Retailers,East,Biscuits 200g,15390
INV116063,45368,Verma Traders,South,Shampoo 180ml,16159
INV116064,45369,Singh Enterprises,South,Toothpaste 150g,2503
INV116065,45392,Gupta Retailers,South,Toothpaste 150g,39879
INV116066,45321,Agarwal Stores,South,Toothpaste 150g,17181
INV116067,45330,Agarwal Stores,South,Detergent 1kg,30094
INV116068,45530,Verma Traders,West,Toothpaste 150g,19587
INV116069,45304,Sharma Distributors,West,Detergent 1kg,7019
INV116070,45413,Sharma Distributors,North,Biscuits 200g,43011
INV116071,45435,Gupta Retailers,East,Soap 100g,32289
INV116072,45463,Singh Enterprises,West,Toothpaste 150g,16375
INV116073,45538,Sharma Distributors,South,Toothpaste 150g,4086
INV116074,45538,Agarwal Stores,East,Detergent 1kg,4945
INV116075,45336,Sharma Distributors,South,Detergent 1kg,29446
INV116076,45544,Agarwal Stores,South,Soap 100g,28432
INV116077,45582,Sharma Distributors,North,Shampoo 180ml,19433
INV116078,45498,Verma Traders,East,Detergent 1kg,44388
INV116079,45298,Singh Enterprises,South,Soap 100g,5855
INV116080,45533,Gupta Retailers,South,Biscuits 200g,47156
INV116081,45401,Agarwal Stores,North,Toothpaste 150g,4872
INV116082,45405,Sharma Distributors,East,Toothpaste 150g,29908
INV116083,45598,Gupta Retailers,West,Soap 100g,49834
INV116084,45593,Agarwal Stores,East,Soap 100g,17406
INV116085,45567,Agarwal Stores,South,Toothpaste 150g,17494
INV116086,45387,Verma Traders,West,Detergent 1kg,46999
INV116087,45585,Sharma Distributors,North,Shampoo 180ml,4634
INV116088,45480,Gupta Retailers,North,Biscuits 200g,25637
INV116089,45651,Sharma Distributors,South,Shampoo 180ml,19727
INV116090,45579,Sharma Distributors,East,Shampoo 180ml,2567
INV116091,45445,Singh Enterprises,South,Shampoo 180ml,34970
INV116092,45349,Agarwal Stores,East,Toothpaste 150g,29662
INV116093,45629,Agarwal Stores,North,Shampoo 180ml,14220
INV116094,45341,Singh Enterprises,South,Detergent 1kg,35186
INV116095,45498,Singh Enterprises,South,Detergent 1kg,14576
INV116096,45343,Sharma Distributors,West,Detergent 1kg,32417
INV116097,45633,Agarwal Stores,South,Soap 100g,18619
INV116098,45441,Gupta Retailers,East,Biscuits 200g,16659
INV116099,45344,Verma Traders,West,Detergent 1kg,25010
INV116100,45504,Singh Enterprises,East,Shampoo 180ml,49863
INV116101,45357,Gupta Retailers,West,Soap 100g,3427
INV116102,45523,Gupta Retailers,North,Toothpaste 150g,40293
INV116103,45590,Sharma Distributors,East,Detergent 1kg,22303
INV116104,45629,Singh Enterprises,East,Shampoo 180ml,19868
INV116105,45442,Gupta Retailers,South,Shampoo 180ml,7239
INV116106,45496,Verma Traders,North,Toothpaste 150g,42732
INV116107,45611,Gupta Retailers,West,Soap 100g,24060
INV116108,45546,Verma Traders,West,Shampoo 180ml,41832
INV116109,45428,Verma Traders,North,Biscuits 200g,17344
INV116110,45426,Verma Traders,South,Detergent 1kg,1561
INV116111,45345,Singh Enterprises,East,Soap 100g,2671
INV116112,45356,Verma Traders,East,Detergent 1kg,4433
INV116113,45293,Singh Enterprises,South,Detergent 1kg,20504
INV116114,45423,Gupta Retailers,West,Toothpaste 150g,34589
INV116115,45625,Verma Traders,South,Biscuits 200g,28298
INV116116,45323,Agarwal Stores,East,Biscuits 200g,5694
INV116117,45647,Gupta Retailers,North,Toothpaste 150g,12778
INV116118,45651,Agarwal Stores,West,Detergent 1kg,6275
INV116119,45534,Agarwal Stores,South,Biscuits 200g,47055
INV116120,45483,Sharma Distributors,East,Detergent 1kg,8560
INV116121,45433,Singh Enterprises,West,Soap 100g,36965
INV116122,45439,Sharma Distributors,South,Toothpaste 150g,42587
INV116123,45380,Singh Enterprises,North,Toothpaste 150g,11918
INV116124,45340,Sharma Distributors,West,Biscuits 200g,47037
INV116125,45427,Gupta Retailers,North,Soap 100g,19745
INV116126,45482,Agarwal Stores,East,Detergent 1kg,22535
INV116127,45440,Gupta Retailers,West,Biscuits 200g,42830
INV116128,45378,Singh Enterprises,North,Detergent 1kg,25929
INV116129,45299,Agarwal Stores,South,Soap 100g,16288
INV116130,45514,Agarwal Stores,North,Shampoo 180ml,19219
INV116131,45648,Singh Enterprises,East,Biscuits 200g,7955
INV116132,45307,Gupta Retailers,South,Biscuits 200g,40042
INV116133,45587,Agarwal Stores,North,Toothpaste 150g,21156
INV116134,45397,Gupta Retailers,West,Shampoo 180ml,44505
INV116135,45574,Gupta Retailers,North,Biscuits 200g,49954
INV116136,45395,Gupta Retailers,West,Detergent 1kg,28187
INV116137,45652,Agarwal Stores,West,Soap 100g,14840
INV116138,45437,Verma Traders,North,Shampoo 180ml,3675
INV116139,45326,Sharma Distributors,East,Toothpaste 150g,49129
INV116140,45404,Singh Enterprises,West,Toothpaste 150g,25852
INV116141,45599,Gupta Retailers,East,Detergent 1kg,29626
INV116142,45344,Agarwal Stores,West,Soap 100g,11397
INV116143,45638,Singh Enterprises,West,Toothpaste 150g,35233
INV116144,45372,Verma Traders,North,Toothpaste 150g,28891
INV116145,45395,Verma Traders,West,Soap 100g,28148
INV116146,45613,Agarwal Stores,South,Shampoo 180ml,14052
INV116147,45533,Gupta Retailers,North,Biscuits 200g,36717
INV116148,45322,Verma Traders,South,Biscuits 200g,4289
INV116149,45608,Verma Traders,South,Soap 100g,1227
INV116150,45483,Verma Traders,West,Soap 100g,3053
INV116151,45648,Agarwal Stores,East,Soap 100g,2244
INV116152,45652,Singh Enterprises,North,Detergent 1kg,19524
INV116153,45524,Sharma Distributors,East,Detergent 1kg,23263
INV116154,45389,Agarwal Stores,North,Soap 100g,14344
INV116155,45325,Gupta Retailers,South,Detergent 1kg,36707
INV116156,45534,Agarwal Stores,West,Biscuits 200g,32022
INV116157,45350,Agarwal Stores,West,Soap 100g,34477
INV116158,45550,Sharma Distributors,West,Biscuits 200g,39277
INV116159,45308,Sharma Distributors,East,Biscuits 200g,35029
INV116160,45369,Sharma Distributors,West,Detergent 1kg,23232
INV116161,45497,Singh Enterprises,West,Toothpaste 150g,23169
INV116162,45593,Agarwal Stores,East,Toothpaste 150g,38967
INV116163,45457,Gupta Retailers,East,Shampoo 180ml,21361
INV116164,45582,Sharma Distributors,West,Shampoo 180ml,35275
INV116165,45403,Sharma Distributors,West,Toothpaste 150g,43641
INV116166,45608,Agarwal Stores,South,Soap 100g,15239
INV116167,45644,Gupta Retailers,West,Toothpaste 150g,3411
INV116168,45436,Sharma Distributors,East,Detergent 1kg,32778
INV116169,45447,Agarwal Stores,North,Toothpaste 150g,35329
INV116170,45469,Verma Traders,West,Soap 100g,8009
INV116171,45637,Singh Enterprises,North,Soap 100g,24772
INV116172,45427,Agarwal Stores,West,Shampoo 180ml,41254
INV116173,45606,Sharma Distributors,West,Shampoo 180ml,4341
INV116174,45309,Gupta Retailers,South,Soap 100g,3286
INV116175,45642,Verma Traders,West,Biscuits 200g,15959
INV116176,45446,Gupta Retailers,East,Shampoo 180ml,44197
INV116177,45563,Gupta Retailers,West,Detergent 1kg,19073
INV116178,45557,Gupta Retailers,North,Biscuits 200g,37895
INV116179,45651,Agarwal Stores,West,Detergent 1kg,10959
INV116180,45623,Agarwal Stores,East,Detergent 1kg,41772
INV116181,45307,Singh Enterprises,West,Soap 100g,39660
INV116182,45303,Verma Traders,North,Biscuits 200g,49828
INV116183,45366,Gupta Retailers,West,Shampoo 180ml,2271
INV116184,45503,Sharma Distributors,South,Soap 100g,28086
INV116185,45470,Gupta Retailers,West,Toothpaste 150g,36472
INV116186,45420,Verma Traders,North,Shampoo 180ml,46504
INV116187,45574,Gupta Retailers,North,Toothpaste 150g,39335
INV116188,45486,Agarwal Stores,North,Soap 100g,35118
INV116189,45559,Agarwal Stores,South,Detergent 1kg,26152
INV116190,45321,Verma Traders,West,Detergent 1kg,39682
INV116191,45300,Singh Enterprises,North,Biscuits 200g,36165
INV116192,45600,Gupta Retailers,South,Shampoo 180ml,20727
INV116193,45601,Verma Traders,South,Toothpaste 150g,16277
INV116194,45456,Sharma Distributors,North,Toothpaste 150g,4320
INV116195,45484,Sharma Distributors,East,Biscuits 200g,34504
INV116196,45596,Singh Enterprises,West,Shampoo 180ml,37061
INV116197,45551,Agarwal Stores,North,Detergent 1kg,19751
INV116198,45483,Verma Traders,West,Soap 100g,12951
INV116199,45370,Gupta Retailers,South,Biscuits 200g,12374
INV116200,45470,Verma Traders,West,Soap 100g,15533
INV116201,45382,Singh Enterprises,East,Soap 100g,27349
INV116202,45506,Verma Traders,West,Biscuits 200g,24993
INV116203,45370,Singh Enterprises,North,Toothpaste 150g,45976
INV116204,45394,Singh Enterprises,North,Shampoo 180ml,37045
INV116205,45402,Singh Enterprises,North,Toothpaste 150g,44956
INV116206,45605,Verma Traders,West,Detergent 1kg,28995
INV116207,45538,Sharma Distributors,North,Shampoo 180ml,5007
INV116208,45525,Gupta Retailers,West,Biscuits 200g,48937
INV116209,45373,Singh Enterprises,West,Biscuits 200g,9873
INV116210,45423,Agarwal Stores,North,Biscuits 200g,30738
INV116211,45526,Singh Enterprises,East,Soap 100g,27097
INV116212,45569,Verma Traders,North,Biscuits 200g,46678
INV116213,45626,Singh Enterprises,South,Detergent 1kg,13754
INV116214,45390,Agarwal Stores,South,Detergent 1kg,21829
INV116215,45329,Sharma Distributors,East,Biscuits 200g,27043
INV116216,45452,Verma Traders,South,Shampoo 180ml,47789
INV116217,45408,Verma Traders,East,Detergent 1kg,6728
INV116218,45532,Verma Traders,West,Shampoo 180ml,29779
INV116219,45317,Agarwal Stores,South,Shampoo 180ml,2115
INV116220,45427,Verma Traders,East,Shampoo 180ml,38661
INV116221,45341,Sharma Distributors,North,Biscuits 200g,43477
INV116222,45585,Gupta Retailers,South,Soap 100g,35081
INV116223,45589,Gupta Retailers,South,Biscuits 200g,8974
INV116224,45584,Singh Enterprises,East,Detergent 1kg,32319
INV116225,45445,Gupta Retailers,West,Detergent 1kg,12764
INV116226,45511,Agarwal Stores,East,Detergent 1kg,26335
INV116227,45431,Gupta Retailers,East,Detergent 1kg,46512
INV116228,45340,Agarwal Stores,South,Soap 100g,26331
INV116229,45433,Agarwal Stores,East,Shampoo 180ml,27965
INV116230,45337,Singh Enterprises,North,Biscuits 200g,4759
INV116231,45454,Gupta Retailers,East,Detergent 1kg,32698
INV116232,45576,Singh Enterprises,North,Shampoo 180ml,23910
INV116233,45559,Verma Traders,North,Biscuits 200g,33398
INV116234,45407,Sharma Distributors,East,Soap 100g,34367
INV116235,45373,Gupta Retailers,West,Toothpaste 150g,9939
INV116236,45335,Verma Traders,North,Soap 100g,22578
INV116237,45485,Verma Traders,North,Toothpaste 150g,2918
INV116238,45549,Singh Enterprises,North,Detergent 1kg,17233
INV116239,45564,Singh Enterprises,West,Shampoo 180ml,38269
INV116240,45565,Sharma Distributors,East,Shampoo 180ml,39321
INV116241,45569,Sharma Distributors,West,Biscuits 200g,8711
INV116242,45374,Sharma Distributors,East,Toothpaste 150g,15874
INV116243,45349,Sharma Distributors,North,Toothpaste 150g,24456
INV116244,45344,Singh Enterprises,South,Biscuits 200g,10578
INV116245,45292,Agarwal Stores,North,Shampoo 180ml,902
INV116246,45507,Singh Enterprises,East,Shampoo 180ml,10718
INV116247,45608,Agarwal Stores,West,Biscuits 200g,4219
INV116248,45519,Singh Enterprises,North,Toothpaste 150g,37789
INV116249,45545,Singh Enterprises,North,Detergent 1kg,20577
INV116250,45450,Sharma Distributors,East,Biscuits 200g,18535
INV116251,45578,Agarwal Stores,East,Shampoo 180ml,44001
INV116252,45357,Verma Traders,South,Detergent 1kg,33250
INV116253,45600,Verma Traders,North,Detergent 1kg,45887
INV116254,45386,Verma Traders,North,Toothpaste 150g,15108
INV116255,45544,Sharma Distributors,North,Biscuits 200g,25437
INV116256,45441,Verma Traders,South,Detergent 1kg,31231
INV116257,45314,Singh Enterprises,South,Soap 100g,41072
INV116258,45535,Sharma Distributors,North,Detergent 1kg,14418
INV116259,45506,Verma Traders,East,Detergent 1kg,40934
INV116260,45422,Sharma Distributors,West,Detergent 1kg,8560
INV116261,45634,Singh Enterprises,North,Biscuits 200g,44338
INV116262,45439,Sharma Distributors,North,Toothpaste 150g,36155
INV116263,45400,Verma Traders,North,Toothpaste 150g,24305
INV116264,45331,Sharma Distributors,East,Soap 100g,48558
INV116265,45412,Gupta Retailers,South,Soap 100g,40995
INV116266,45586,Verma Traders,West,Detergent 1kg,2757
INV116267,45411,Singh Enterprises,West,Detergent 1kg,12637
INV116268,45309,Agarwal Stores,South,Detergent 1kg,19048
INV116269,45460,Sharma Distributors,North,Soap 100g,19129
INV116270,45489,Sharma Distributors,North,Toothpaste 150g,41615
INV116271,45434,Verma Traders,West,Soap 100g,20112
INV116272,45328,Verma Traders,West,Toothpaste 150g,9093
INV116273,45477,Gupta Retailers,North,Soap 100g,14816
INV116274,45552,Singh Enterprises,East,Toothpaste 150g,9310
INV116275,45522,Sharma Distributors,North,Soap 100g,32330
INV116276,45545,Sharma Distributors,East,Toothpaste 150g,34092
INV116277,45620,Agarwal Stores,North,Biscuits 200g,20972
INV116278,45588,Sharma Distributors,West,Biscuits 200g,4311
INV116279,45301,Sharma Distributors,North,Shampoo 180ml,33063
INV116280,45615,Gupta Retailers,North,Toothpaste 150g,10254
INV116281,45521,Agarwal Stores,South,Toothpaste 150g,21544
INV116282,45315,Sharma Distributors,North,Toothpaste 150g,8704
INV116283,45369,Sharma Distributors,North,Shampoo 180ml,3210
INV116284,45484,Singh Enterprises,North,Soap 100g,30942
INV116285,45400,Sharma Distributors,West,Biscuits 200g,44874
INV116286,45571,Gupta Retailers,North,Shampoo 180ml,44059
INV116287,45554,Sharma Distributors,East,Biscuits 200g,43876
INV116288,45620,Sharma Distributors,East,Detergent 1kg,48189
INV116289,45654,Verma Traders,North,Shampoo 180ml,23761
INV116290,45646,Sharma Distributors,West,Shampoo 180ml,40109
INV116291,45559,Agarwal Stores,East,Biscuits 200g,14034
INV116292,45632,Verma Traders,North,Toothpaste 150g,2845
INV116293,45550,Agarwal Stores,North,Detergent 1kg,39434
INV116294,45626,Agarwal Stores,East,Biscuits 200g,26587
INV116295,45376,Gupta Retailers,West,Shampoo 180ml,40181
INV116296,45301,Sharma Distributors,West,Toothpaste 150g,33985
INV116297,45580,Agarwal Stores,East,Detergent 1kg,40731
INV116298,45593,Sharma Distributors,North,Toothpaste 150g,21354
INV116299,45350,Sharma Distributors,West,Biscuits 200g,13197
INV116300,45599,Gupta Retailers,South,Toothpaste 150g,7561
INV116301,45553,Gupta Retailers,North,Shampoo 180ml,19233
INV116302,45576,Agarwal Stores,West,Shampoo 180ml,25435
INV116303,45410,Agarwal Stores,North,Soap 100g,28869
INV116304,45459,Verma Traders,South,Detergent 1kg,49339
INV116305,45644,Sharma Distributors,East,Biscuits 200g,42174
INV116306,45480,Sharma Distributors,South,Toothpaste 150g,34145
INV116307,45542,Gupta Retailers,North,Shampoo 180ml,11075
INV116308,45615,Gupta Retailers,East,Soap 100g,18397
INV116309,45520,Agarwal Stores,South,Biscuits 200g,898
INV116310,45481,Verma Traders,West,Shampoo 180ml,1755
INV116311,45607,Verma Traders,South,Biscuits 200g,49954
INV116312,45415,Gupta Retailers,North,Shampoo 180ml,46707
INV116313,45375,Gupta Retailers,West,Biscuits 200g,22342
INV116314,45588,Verma Traders,South,Shampoo 180ml,34875
INV116315,45506,Verma Traders,North,Toothpaste 150g,34162
INV116316,45528,Agarwal Stores,East,Detergent 1kg,4356
INV116317,45404,Verma Traders,South,Shampoo 180ml,47852
INV116318,45508,Sharma Distributors,East,Biscuits 200g,10629
INV116319,45612,Verma Traders,West,Shampoo 180ml,32309
INV116320,45537,Singh Enterprises,East,Soap 100g,21347
INV116321,45626,Verma Traders,North,Toothpaste 150g,38155
INV116322,45610,Gupta Retailers,West,Soap 100g,42052
INV116323,45328,Gupta Retailers,South,Biscuits 200g,40066
INV116324,45355,Singh Enterprises,East,Shampoo 180ml,49190
INV116325,45510,Sharma Distributors,West,Shampoo 180ml,15694
INV116326,45633,Verma Traders,West,Soap 100g,20681
INV116327,45325,Verma Traders,South,Detergent 1kg,16162
INV116328,45330,Singh Enterprises,South,Toothpaste 150g,41649
INV116329,45358,Agarwal Stores,South,Shampoo 180ml,24256
INV116330,45500,Agarwal Stores,South,Shampoo 180ml,2276
INV116331,45609,Sharma Distributors,East,Biscuits 200g,44263
INV116332,45635,Verma Traders,West,Soap 100g,4694
INV116333,45443,Verma Traders,South,Biscuits 200g,37235
INV116334,45656,Verma Traders,West,Toothpaste 150g,25423
INV116335,45490,Gupta Retailers,West,Shampoo 180ml,44733
INV116336,45380,Agarwal Stores,North,Soap 100g,33706
INV116337,45539,Singh Enterprises,North,Soap 100g,26144
INV116338,45614,Gupta Retailers,South,Soap 100g,4299
INV116339,45370,Gupta Retailers,South,Toothpaste 150g,36698
INV116340,45576,Agarwal Stores,North,Detergent 1kg,13848
INV116341,45621,Verma Traders,West,Detergent 1kg,30807
INV116342,45323,Sharma Distributors,South,Detergent 1kg,38827
INV116343,45378,Singh Enterprises,East,Biscuits 200g,22692
INV116344,45330,Agarwal Stores,South,Biscuits 200g,28653
INV116345,45392,Sharma Distributors,South,Toothpaste 150g,24501
INV116346,45535,Agarwal Stores,East,Soap 100g,38317
INV116347,45523,Agarwal Stores,South,Detergent 1kg,25839
INV116348,45359,Agarwal Stores,West,Shampoo 180ml,10280
INV116349,45483,Agarwal Stores,East,Detergent 1kg,22876
INV116350,45319,Verma Traders,East,Toothpaste 150g,26585
INV116351,45561,Gupta Retailers,North,Detergent 1kg,27250
INV116352,45517,Agarwal Stores,West,Shampoo 180ml,3455
INV116353,45368,Sharma Distributors,North,Shampoo 180ml,27366
INV116354,45514,Sharma Distributors,West,Shampoo 180ml,11592
INV116355,45458,Sharma Distributors,South,Toothpaste 150g,22032
INV116356,45575,Gupta Retailers,North,Detergent 1kg,47831
INV116357,45483,Gupta Retailers,South,Toothpaste 150g,11870
INV116358,45380,Sharma Distributors,South,Shampoo 180ml,22744
INV116359,45323,Verma Traders,North,Detergent 1kg,22503
INV116360,45428,Gupta Retailers,North,Biscuits 200g,12457
INV116361,45447,Gupta Retailers,South,Toothpaste 150g,45091
INV116362,45541,Verma Traders,South,Biscuits 200g,36958
INV116363,45386,Agarwal Stores,West,Biscuits 200g,1195
INV116364,45308,Gupta Retailers,South,Soap 100g,3036
INV116365,45408,Sharma Distributors,East,Shampoo 180ml,32905
INV116366,45624,Sharma Distributors,South,Biscuits 200g,40597
INV116367,45602,Verma Traders,South,Toothpaste 150g,34039
INV116368,45301,Sharma Distributors,South,Shampoo 180ml,35795
INV116369,45371,Singh Enterprises,North,Shampoo 180ml,26371
INV116370,45425,Sharma Distributors,North,Toothpaste 150g,27447
INV116371,45494,Verma Traders,East,Detergent 1kg,32783
INV116372,45407,Verma Traders,South,Toothpaste 150g,30159
INV116373,45511,Verma Traders,West,Detergent 1kg,12508
INV116374,45544,Singh Enterprises,West,Shampoo 180ml,32461
INV116375,45460,Gupta Retailers,South,Toothpaste 150g,19674
INV116376,45626,Agarwal Stores,South,Biscuits 200g,19281
INV116377,45607,Sharma Distributors,South,Toothpaste 150g,19045
INV116378,45496,Gupta Retailers,South,Biscuits 200g,26792
INV116379,45589,Verma Traders,South,Biscuits 200g,7804
INV116380,45539,Gupta Retailers,North,Shampoo 180ml,33693
INV116381,45656,Gupta Retailers,East,Detergent 1kg,33390
INV116382,45362,Singh Enterprises,North,Detergent 1kg,4649
INV116383,45447,Verma Traders,West,Biscuits 200g,16190
INV116384,45393,Verma Traders,North,Detergent 1kg,14700
INV116385,45304,Sharma Distributors,North,Toothpaste 150g,1932
INV116386,45562,Sharma Distributors,East,Biscuits 200g,39509
INV116387,45583,Sharma Distributors,West,Biscuits 200g,1614
INV116388,45511,Sharma Distributors,West,Soap 100g,14333
INV116389,45306,Gupta Retailers,South,Toothpaste 150g,13029
INV116390,45529,Gupta Retailers,East,Detergent 1kg,5560
INV116391,45408,Sharma Distributors,North,Detergent 1kg,17279
INV116392,45622,Sharma Distributors,North,Soap 100g,2811
INV116393,45347,Sharma Distributors,North,Toothpaste 150g,16569
INV116394,45642,Agarwal Stores,West,Shampoo 180ml,4939
INV116395,45423,Sharma Distributors,West,Shampoo 180ml,25868
INV116396,45517,Agarwal Stores,North,Toothpaste 150g,3360
INV116397,45599,Sharma Distributors,West,Detergent 1kg,17058
INV116398,45513,Verma Traders,South,Shampoo 180ml,22193
INV116399,45464,Singh Enterprises,North,Shampoo 180ml,2762
INV116400,45631,Gupta Retailers,North,Detergent 1kg,49691
INV116401,45576,Verma Traders,South,Toothpaste 150g,46650
INV116402,45600,Singh Enterprises,West,Soap 100g,3790
INV116403,45448,Agarwal Stores,North,Toothpaste 150g,2912
INV116404,45442,Gupta Retailers,South,Soap 100g,32760
INV116405,45476,Agarwal Stores,East,Toothpaste 150g,37076
INV116406,45469,Agarwal Stores,South,Shampoo 180ml,40620
INV116407,45312,Gupta Retailers,North,Biscuits 200g,43651
INV116408,45403,Singh Enterprises,South,Biscuits 200g,38057
INV116409,45462,Gupta Retailers,West,Detergent 1kg,1906
INV116410,45429,Sharma Distributors,North,Toothpaste 150g,19859
INV116411,45524,Agarwal Stores,North,Toothpaste 150g,28965
INV116412,45623,Sharma Distributors,West,Detergent 1kg,44476
INV116413,45321,Gupta Retailers,West,Detergent 1kg,38065
INV116414,45598,Gupta Retailers,West,Soap 100g,46842
INV116415,45452,Singh Enterprises,East,Soap 100g,28463
INV116416,45369,Agarwal Stores,North,Biscuits 200g,25882
INV116417,45569,Verma Traders,North,Shampoo 180ml,30272
INV116418,45611,Gupta Retailers,North,Toothpaste 150g,47142
INV116419,45312,Verma Traders,South,Biscuits 200g,45434
INV116420,45654,Agarwal Stores,North,Biscuits 200g,47048
INV116421,45434,Sharma Distributors,North,Shampoo 180ml,34415
INV116422,45327,Agarwal Stores,West,Biscuits 200g,5743
INV116423,45594,Singh Enterprises,West,Biscuits 200g,33984
INV116424,45505,Verma Traders,West,Shampoo 180ml,20119
INV116425,45323,Verma Traders,North,Biscuits 200g,29695
INV116426,45477,Sharma Distributors,West,Toothpaste 150g,42811
INV116427,45465,Sharma Distributors,East,Detergent 1kg,13283
INV116428,45345,Gupta Retailers,West,Shampoo 180ml,5726
INV116429,45452,Agarwal Stores,East,Detergent 1kg,9904
INV116430,45541,Singh Enterprises,South,Toothpaste 150g,37218
INV116431,45542,Gupta Retailers,East,Biscuits 200g,44653
INV116432,45570,Agarwal Stores,East,Biscuits 200g,25311
INV116433,45462,Sharma Distributors,South,Biscuits 200g,49674
INV116434,45474,Singh Enterprises,East,Detergent 1kg,47594
INV116435,45293,Sharma Distributors,North,Soap 100g,28938
INV116436,45485,Sharma Distributors,North,Detergent 1kg,25360
INV116437,45457,Verma Traders,West,Soap 100g,44965
INV116438,45538,Agarwal Stores,West,Detergent 1kg,7307
INV116439,45535,Gupta Retailers,West,Toothpaste 150g,11913
INV116440,45401,Verma Traders,West,Detergent 1kg,28671
INV116441,45614,Agarwal Stores,North,Detergent 1kg,25923
INV116442,45362,Agarwal Stores,West,Shampoo 180ml,25268
INV116443,45455,Agarwal Stores,East,Biscuits 200g,5478
INV116444,45576,Singh Enterprises,South,Biscuits 200g,26001
INV116445,45404,Verma Traders,East,Biscuits 200g,35351
INV116446,45519,Gupta Retailers,South,Soap 100g,42205
INV116447,45592,Verma Traders,North,Toothpaste 150g,7066
INV116448,45307,Sharma Distributors,South,Soap 100g,21677
INV116449,45322,Agarwal Stores,West,Shampoo 180ml,20521
INV116450,45453,Sharma Distributors,North,Shampoo 180ml,8957
INV116451,45597,Verma Traders,West,Detergent 1kg,10796
INV116452,45484,Gupta Retailers,East,Shampoo 180ml,20159
INV116453,45501,Sharma Distributors,East,Shampoo 180ml,10818
INV116454,45523,Sharma Distributors,West,Toothpaste 150g,40175
INV116455,45475,Singh Enterprises,South,Shampoo 180ml,39793
INV116456,45306,Verma Traders,East,Detergent 1kg,31249
INV116457,45596,Sharma Distributors,South,Biscuits 200g,34088
INV116458,45500,Verma Traders,East,Soap 100g,43072
INV116459,45463,Gupta Retailers,West,Soap 100g,24180
INV116460,45557,Sharma Distributors,West,Soap 100g,11333
INV116461,45311,Gupta Retailers,East,Detergent 1kg,34586
INV116462,45361,Sharma Distributors,East,Toothpaste 150g,14719
INV116463,45299,Agarwal Stores,South,Detergent 1kg,23205
INV116464,45325,Singh Enterprises,South,Soap 100g,41852
INV116465,45515,Singh Enterprises,South,Detergent 1kg,46199
INV116466,45470,Singh Enterprises,West,Detergent 1kg,23024
INV116467,45537,Gupta Retailers,East,Detergent 1kg,39630
