Invoice_Number,Customer,Invoice_Date,Due_Date,Invoice_Amount,Payment_Status
INV109032,Sharma Distributors,31-01-2024,31-03-2024,38236,Paid
INV109033,Gupta Retailers,16-08-2024,15-10-2024,33954,Unpaid
INV109034,Sharma Distributors,27-08-2024,26-10-2024,33440,Unpaid
INV109035,Sharma Distributors,28-12-2024,12-01-2025,7575,Partially Paid
INV109036,Agarwal Stores,05-11-2024,20-11-2024,12412,Paid
INV109037,Gupta Retailers,20-05-2024,04-06-2024,9442,Paid
INV109038,Gupta Retailers,04-06-2024,04-07-2024,49736,Paid
INV109039,Gupta Retailers,25-10-2024,09-12-2024,12811,Paid
INV109040,Sharma Distributors,10-12-2024,08-02-2025,6358,Unpaid
INV109041,Verma Traders,08-04-2024,08-05-2024,14294,Paid
INV109042,Sharma Distributors,16-02-2024,16-04-2024,6960,Unpaid
INV109043,Singh Enterprises,22-11-2024,07-12-2024,5858,Paid
INV109044,Agarwal Stores,07-03-2024,21-04-2024,23992,Paid
INV109045,Gupta Retailers,02-03-2024,16-04-2024,5384,Paid
INV109046,Singh Enterprises,18-04-2024,02-06-2024,24621,Paid
INV109047,Singh Enterprises,15-06-2024,15-07-2024,36283,Partially Paid
INV109048,Verma Traders,06-02-2024,06-04-2024,5840,Partially Paid
INV109049,Gupta Retailers,28-04-2024,28-05-2024,4840,Paid
INV109050,Sharma Distributors,26-03-2024,25-04-2024,27514,Paid
INV109051,Gupta Retailers,21-02-2024,21-04-2024,17268,Paid
INV109052,Agarwal Stores,31-03-2024,30-04-2024,42560,Paid
INV109053,Gupta Retailers,15-10-2024,14-12-2024,4019,Unpaid
INV109054,Singh Enterprises,02-12-2024,01-01-2025,29679,Paid
INV109055,Singh Enterprises,24-10-2024,08-11-2024,7885,Partially Paid
INV109056,Sharma Distributors,22-07-2024,06-08-2024,5823,Partially Paid
INV109057,Sharma Distributors,25-08-2024,09-09-2024,23918,Unpaid
INV109058,Sharma Distributors,03-06-2024,18-07-2024,14440,Unpaid
INV109059,Agarwal Stores,27-08-2024,11-09-2024,14895,Unpaid
INV109060,Gupta Retailers,15-05-2024,14-06-2024,996,Unpaid
INV109061,Verma Traders,27-12-2024,10-02-2025,42994,Paid
INV109062,Gupta Retailers,04-03-2024,19-03-2024,25329,Paid
INV109063,Sharma Distributors,02-05-2024,16-06-2024,28489,Paid
INV109064,Agarwal Stores,10-09-2024,25-09-2024,30204,Unpaid
INV109065,Gupta Retailers,23-04-2024,08-05-2024,8252,Paid
INV109066,Singh Enterprises,20-01-2024,05-03-2024,7539,Unpaid
INV109067,Gupta Retailers,16-01-2024,31-01-2024,25504,Unpaid
INV109068,Singh Enterprises,24-05-2024,08-07-2024,47429,Partially Paid
INV109069,Gupta Retailers,26-07-2024,24-09-2024,15354,Partially Paid
INV109070,Gupta Retailers,19-01-2024,04-03-2024,49446,Paid
INV109071,Gupta Retailers,14-06-2024,14-07-2024,8149,Paid
INV109072,Sharma Distributors,07-02-2024,07-04-2024,2435,Unpaid
INV109073,Singh Enterprises,29-06-2024,13-08-2024,37804,Partially Paid
INV109074,Agarwal Stores,14-12-2024,12-02-2025,9551,Paid
INV109075,Verma Traders,14-04-2024,29-05-2024,23308,Paid
INV109076,Singh Enterprises,09-04-2024,09-05-2024,39177,Partially Paid
INV109077,Sharma Distributors,30-03-2024,14-04-2024,17322,Paid
INV109078,Singh Enterprises,26-10-2024,10-12-2024,14613,Paid
INV109079,Agarwal Stores,27-11-2024,27-12-2024,48514,Unpaid
INV109080,Singh Enterprises,19-03-2024,03-05-2024,4355,Unpaid
INV109081,Sharma Distributors,13-03-2024,12-04-2024,19203,Paid
INV109082,Sharma Distributors,24-06-2024,23-08-2024,19225,Unpaid
INV109083,Verma Traders,05-04-2024,04-06-2024,19273,Paid
INV109084,Agarwal Stores,10-12-2024,25-12-2024,33104,Paid
INV109085,Verma Traders,12-04-2024,12-05-2024,43155,Paid
INV109086,Gupta Retailers,11-08-2024,26-08-2024,47006,Paid
INV109087,Sharma Distributors,06-01-2024,06-03-2024,15435,Unpaid
INV109088,Verma Traders,01-05-2024,31-05-2024,45404,Unpaid
INV109089,Sharma Distributors,23-08-2024,07-10-2024,18378,Unpaid
INV109090,Sharma Distributors,25-04-2024,25-05-2024,40620,Partially Paid
INV109091,Gupta Retailers,11-06-2024,26-06-2024,7705,Paid
INV109092,Sharma Distributors,13-08-2024,27-09-2024,2570,Paid
INV109093,Verma Traders,17-08-2024,16-10-2024,34253,Unpaid
INV109094,Agarwal Stores,30-06-2024,14-08-2024,9125,Unpaid
INV109095,Singh Enterprises,05-09-2024,20-09-2024,27733,Partially Paid
INV109096,Verma Traders,13-11-2024,13-12-2024,15744,Paid
INV109097,Gupta Retailers,28-07-2024,11-09-2024,26716,Unpaid
INV109098,Singh Enterprises,23-05-2024,22-07-2024,31213,Paid
INV109099,Sharma Distributors,10-12-2024,09-01-2025,38753,Paid
INV109100,Verma Traders,05-04-2024,20-05-2024,9591,Paid
INV109101,Singh Enterprises,11-12-2024,26-12-2024,24680,Paid
INV109102,Verma Traders,31-08-2024,15-10-2024,45335,Paid
INV109103,Sharma Distributors,26-03-2024,10-04-2024,35015,Paid
INV109104,Verma Traders,02-07-2024,31-08-2024,49104,Paid
INV109105,Gupta Retailers,30-04-2024,30-05-2024,38338,Paid
INV109106,Singh Enterprises,27-11-2024,11-01-2025,46449,Paid
INV109107,Singh Enterprises,01-04-2024,31-05-2024,15145,Unpaid
INV109108,Singh Enterprises,10-03-2024,09-05-2024,37423,Paid
INV109109,Verma Traders,12-05-2024,26-06-2024,3201,Unpaid
INV109110,Sharma Distributors,05-10-2024,20-10-2024,27695,Unpaid
INV109111,Verma Traders,16-05-2024,15-06-2024,16175,Partially Paid
INV109112,Verma Traders,09-11-2024,24-12-2024,27572,Paid
INV109113,Singh Enterprises,05-07-2024,19-08-2024,2100,Paid
INV109114,Sharma Distributors,08-08-2024,23-08-2024,4498,Paid
INV109115,Agarwal Stores,15-02-2024,31-03-2024,13780,Unpaid
INV109116,Sharma Distributors,04-10-2024,03-11-2024,22708,Unpaid
INV109117,Verma Traders,10-07-2024,08-09-2024,11865,Paid
INV109118,Gupta Retailers,08-01-2024,22-02-2024,47307,Paid
INV109119,Sharma Distributors,02-10-2024,17-10-2024,15066,Unpaid
INV109120,Singh Enterprises,27-06-2024,27-07-2024,3977,Unpaid
INV109121,Gupta Retailers,29-11-2024,14-12-2024,18032,Paid
INV109122,Agarwal Stores,08-02-2024,24-03-2024,40906,Partially Paid
INV109123,Agarwal Stores,19-10-2024,18-11-2024,3509,Paid
INV109124,Gupta Retailers,26-06-2024,10-08-2024,16370,Paid
INV109125,Agarwal Stores,10-06-2024,09-08-2024,7100,Unpaid
INV109126,Gupta Retailers,26-11-2024,10-01-2025,18935,Unpaid
INV109127,Verma Traders,13-04-2024,13-05-2024,44901,Paid
INV109128,Gupta Retailers,09-06-2024,09-07-2024,716,Paid
INV109129,Verma Traders,13-10-2024,28-10-2024,14018,Unpaid
INV109130,Singh Enterprises,02-05-2024,01-07-2024,9163,Paid
INV109131,Singh Enterprises,23-02-2024,09-03-2024,49243,Paid
INV109132,Agarwal Stores,03-02-2024,18-02-2024,36795,Paid
INV109133,Gupta Retailers,29-08-2024,28-09-2024,24718,Partially Paid
INV109134,Verma Traders,22-04-2024,22-05-2024,6350,Paid
INV109135,Singh Enterprises,13-11-2024,28-11-2024,2464,Partially Paid
INV109136,Singh Enterprises,23-01-2024,22-02-2024,23728,Unpaid
INV109137,Singh Enterprises,15-02-2024,01-03-2024,7001,Unpaid
INV109138,Agarwal Stores,07-11-2024,22-12-2024,15514,Paid
INV109139,Singh Enterprises,14-05-2024,13-07-2024,35664,Unpaid
INV109140,Sharma Distributors,27-04-2024,11-06-2024,6385,Paid
INV109141,Agarwal Stores,07-07-2024,21-08-2024,35576,Unpaid
INV109142,Gupta Retailers,10-05-2024,09-07-2024,4933,Paid
INV109143,Sharma Distributors,30-07-2024,29-08-2024,21442,Unpaid
INV109144,Agarwal Stores,22-04-2024,07-05-2024,38989,Paid
INV109145,Agarwal Stores,13-02-2024,29-03-2024,41258,Paid
INV109146,Verma Traders,07-05-2024,06-07-2024,10478,Partially Paid
INV109147,Sharma Distributors,29-12-2024,12-02-2025,34037,Paid
INV109148,Sharma Distributors,06-06-2024,05-08-2024,12016,Paid
INV109149,Sharma Distributors,29-09-2024,13-11-2024,5708,Paid
INV109150,Singh Enterprises,10-11-2024,10-12-2024,9133,Paid
INV109151,Singh Enterprises,20-12-2024,19-01-2025,40103,Paid
INV109152,Gupta Retailers,05-12-2024,19-01-2025,32445,Unpaid
INV109153,Gupta Retailers,14-02-2024,14-04-2024,23472,Paid
INV109154,Gupta Retailers,17-04-2024,16-06-2024,22487,Unpaid
INV109155,Singh Enterprises,06-08-2024,20-09-2024,15039,Paid
INV109156,Verma Traders,13-11-2024,12-01-2025,31752,Paid
INV109157,Gupta Retailers,10-11-2024,09-01-2025,9730,Paid
INV109158,Agarwal Stores,25-06-2024,10-07-2024,36897,Paid
INV109159,Singh Enterprises,15-08-2024,14-10-2024,22074,Paid
INV109160,Verma Traders,09-07-2024,08-08-2024,17266,Paid
INV109161,Agarwal Stores,08-06-2024,23-06-2024,32657,Paid
INV109162,Agarwal Stores,23-09-2024,22-11-2024,8065,Unpaid
INV109163,Singh Enterprises,23-12-2024,21-02-2025,17121,Unpaid
INV109164,Sharma Distributors,21-11-2024,05-01-2025,23402,Partially Paid
INV109165,Verma Traders,08-07-2024,07-08-2024,1337,Unpaid
INV109166,Singh Enterprises,23-06-2024,08-07-2024,21025,Unpaid
INV109167,Sharma Distributors,16-10-2024,15-12-2024,571,Paid
INV109168,Singh Enterprises,22-12-2024,06-01-2025,13591,Partially Paid
INV109169,Singh Enterprises,24-05-2024,23-06-2024,35627,Partially Paid
INV109170,Agarwal Stores,19-08-2024,03-10-2024,45183,Paid
INV109171,Singh Enterprises,25-12-2024,24-01-2025,9656,Paid
INV109172,Sharma Distributors,22-07-2024,21-08-2024,22665,Paid
INV109173,Agarwal Stores,31-07-2024,29-09-2024,45567,Paid
INV109174,Sharma Distributors,09-02-2024,10-03-2024,16357,Unpaid
INV109175,Sharma Distributors,01-10-2024,30-11-2024,46105,Partially Paid
INV109176,Agarwal Stores,18-11-2024,18-12-2024,8217,Paid
INV109177,Sharma Distributors,22-03-2024,21-04-2024,29133,Paid
INV109178,Gupta Retailers,29-06-2024,14-07-2024,42307,Paid
INV109179,Singh Enterprises,15-11-2024,30-11-2024,35672,Paid
INV109180,Agarwal Stores,23-03-2024,22-05-2024,15905,Unpaid
INV109181,Agarwal Stores,29-10-2024,13-12-2024,45379,Paid
INV109182,Gupta Retailers,18-09-2024,18-10-2024,14392,Paid
INV109183,Gupta Retailers,28-09-2024,27-11-2024,6587,Partially Paid
INV109184,Gupta Retailers,18-07-2024,16-09-2024,30778,Paid
INV109185,Gupta Retailers,27-08-2024,11-10-2024,6380,Unpaid
INV109186,Verma Traders,28-06-2024,28-07-2024,15054,Unpaid
INV109187,Agarwal Stores,19-06-2024,04-07-2024,6720,Unpaid
INV109188,Sharma Distributors,21-10-2024,05-11-2024,14038,Unpaid
INV109189,Agarwal Stores,25-06-2024,09-08-2024,7713,Unpaid
INV109190,Agarwal Stores,24-08-2024,23-10-2024,45937,Unpaid
INV109191,Agarwal Stores,17-05-2024,01-06-2024,4474,Paid
INV109192,Gupta Retailers,22-11-2024,21-01-2025,6589,Paid
INV109193,Gupta Retailers,06-11-2024,21-12-2024,36970,Paid
INV109194,Verma Traders,08-05-2024,07-07-2024,24928,Unpaid
INV109195,Agarwal Stores,18-02-2024,04-03-2024,42346,Paid
INV109196,Singh Enterprises,12-06-2024,27-06-2024,18393,Unpaid
INV109197,Verma Traders,03-10-2024,02-12-2024,7720,Unpaid
INV109198,Gupta Retailers,19-10-2024,03-12-2024,12929,Paid
INV109199,Agarwal Stores,25-04-2024,09-06-2024,49688,Unpaid
INV109200,Gupta Retailers,24-01-2024,24-03-2024,7168,Unpaid
INV109201,Sharma Distributors,06-11-2024,21-11-2024,29755,Paid
INV109202,Gupta Retailers,25-01-2024,25-03-2024,16348,Paid
INV109203,Gupta Retailers,06-05-2024,05-06-2024,29991,Unpaid
INV109204,Verma Traders,21-08-2024,20-10-2024,18877,Paid
INV109205,Sharma Distributors,27-07-2024,25-09-2024,2196,Paid
INV109206,Singh Enterprises,02-04-2024,02-05-2024,33624,Partially Paid
INV109207,Singh Enterprises,03-04-2024,18-04-2024,1415,Paid
INV109208,Singh Enterprises,22-11-2024,06-01-2025,8052,Unpaid
INV109209,Agarwal Stores,12-08-2024,27-08-2024,11238,Unpaid
INV109210,Singh Enterprises,06-10-2024,05-12-2024,15046,Unpaid
INV109211,Agarwal Stores,11-01-2024,10-02-2024,15307,Paid
INV109212,Gupta Retailers,24-11-2024,09-12-2024,8880,Paid
INV109213,Singh Enterprises,12-01-2024,12-03-2024,23209,Unpaid
INV109214,Verma Traders,04-02-2024,04-04-2024,16105,Paid
INV109215,Sharma Distributors,15-08-2024,14-09-2024,33771,Paid
INV109216,Sharma Distributors,07-08-2024,21-09-2024,24132,Unpaid
INV109217,Gupta Retailers,20-05-2024,04-07-2024,33507,Unpaid
INV109218,Sharma Distributors,23-01-2024,23-03-2024,25071,Paid
INV109219,Sharma Distributors,23-03-2024,22-05-2024,45042,Paid
INV109220,Gupta Retailers,16-08-2024,30-09-2024,40731,Paid
INV109221,Gupta Retailers,09-12-2024,08-01-2025,38381,Paid
INV109222,Gupta Retailers,20-03-2024,04-05-2024,13846,Unpaid
INV109223,Verma Traders,18-12-2024,01-02-2025,735,Unpaid
INV109224,Gupta Retailers,16-10-2024,15-11-2024,15771,Paid
INV109225,Gupta Retailers,26-11-2024,25-01-2025,27213,Paid
INV109226,Gupta Retailers,07-06-2024,07-07-2024,17034,Unpaid
INV109227,Singh Enterprises,07-05-2024,22-05-2024,6107,Unpaid
INV109228,Singh Enterprises,08-07-2024,23-07-2024,12032,Paid
INV109229,Verma Traders,31-01-2024,31-03-2024,30243,Unpaid
INV109230,Verma Traders,24-12-2024,23-01-2025,15397,Partially Paid
INV109231,Sharma Distributors,15-01-2024,15-03-2024,19395,Paid
INV109232,Singh Enterprises,08-11-2024,07-01-2025,9824,Paid
INV109233,Verma Traders,15-03-2024,29-04-2024,6721,Paid
INV109234,Verma Traders,03-02-2024,04-03-2024,2523,Partially Paid
INV109235,Sharma Distributors,24-12-2024,07-02-2025,47600,Paid
INV109236,Gupta Retailers,14-07-2024,12-09-2024,17447,Unpaid
INV109237,Agarwal Stores,26-11-2024,10-01-2025,9045,Paid
INV109238,Sharma Distributors,29-01-2024,14-03-2024,24935,Paid
INV109239,Agarwal Stores,12-07-2024,27-07-2024,24912,Paid
INV109240,Sharma Distributors,16-01-2024,15-02-2024,35535,Paid
INV109241,Sharma Distributors,17-03-2024,16-05-2024,41113,Unpaid
INV109242,Gupta Retailers,19-10-2024,18-12-2024,15424,Paid
INV109243,Verma Traders,21-03-2024,20-05-2024,26934,Partially Paid
INV109244,Singh Enterprises,03-05-2024,17-06-2024,27226,Unpaid
INV109245,Sharma Distributors,19-01-2024,18-02-2024,11097,Paid
INV109246,Gupta Retailers,11-04-2024,10-06-2024,46403,Unpaid
INV109247,Agarwal Stores,17-03-2024,01-04-2024,13458,Paid
INV109248,Verma Traders,16-08-2024,15-09-2024,17782,Paid
INV109249,Sharma Distributors,23-10-2024,22-11-2024,3384,Unpaid
INV109250,Agarwal Stores,21-07-2024,19-09-2024,24246,Paid
INV109251,Sharma Distributors,01-03-2024,15-04-2024,20290,Paid
INV109252,Singh Enterprises,26-01-2024,10-02-2024,10453,Unpaid
INV109253,Singh Enterprises,11-03-2024,26-03-2024,20622,Unpaid
INV109254,Verma Traders,12-04-2024,11-06-2024,29760,Paid
INV109255,Agarwal Stores,21-11-2024,20-01-2025,21973,Paid
INV109256,Singh Enterprises,28-12-2024,12-01-2025,11909,Paid
INV109257,Gupta Retailers,05-06-2024,04-08-2024,27133,Partially Paid
INV109258,Verma Traders,28-12-2024,26-02-2025,32915,Unpaid
INV109259,Sharma Distributors,24-12-2024,22-02-2025,951,Partially Paid
INV109260,Agarwal Stores,12-07-2024,10-09-2024,32883,Paid
INV109261,Agarwal Stores,01-10-2024,31-10-2024,20405,Paid
INV109262,Gupta Retailers,19-11-2024,18-01-2025,48273,Unpaid
INV109263,Singh Enterprises,04-07-2024,02-09-2024,35751,Paid
INV109264,Agarwal Stores,21-11-2024,06-12-2024,5617,Unpaid
INV109265,Gupta Retailers,22-04-2024,06-06-2024,5842,Paid
INV109266,Gupta Retailers,08-11-2024,23-11-2024,12076,Unpaid
INV109267,Sharma Distributors,13-06-2024,28-06-2024,5281,Paid
INV109268,Gupta Retailers,01-03-2024,15-04-2024,9522,Unpaid
INV109269,Verma Traders,01-04-2024,31-05-2024,24661,Partially Paid
INV109270,Agarwal Stores,12-10-2024,11-12-2024,20417,Unpaid
INV109271,Verma Traders,01-06-2024,16-06-2024,42352,Unpaid
INV109272,Gupta Retailers,12-08-2024,11-10-2024,25386,Paid
INV109273,Gupta Retailers,06-05-2024,21-05-2024,43565,Paid
INV109274,Verma Traders,11-07-2024,10-08-2024,8753,Paid
INV109275,Sharma Distributors,24-04-2024,09-05-2024,5626,Paid
INV109276,Gupta Retailers,18-09-2024,02-11-2024,41154,Unpaid
INV109277,Verma Traders,18-01-2024,18-03-2024,8454,Partially Paid
INV109278,Verma Traders,10-01-2024,24-02-2024,4870,Unpaid
INV109279,Agarwal Stores,01-04-2024,16-05-2024,12868,Paid
INV109280,Sharma Distributors,18-05-2024,17-06-2024,28379,Paid
INV109281,Singh Enterprises,28-11-2024,28-12-2024,34752,Paid
INV109282,Verma Traders,22-12-2024,06-01-2025,47788,Partially Paid
INV109283,Agarwal Stores,05-12-2024,04-01-2025,3976,Paid
INV109284,Singh Enterprises,21-02-2024,06-04-2024,12382,Paid
INV109285,Agarwal Stores,13-07-2024,11-09-2024,6388,Paid
INV109286,Agarwal Stores,24-07-2024,22-09-2024,7493,Paid
INV109287,Sharma Distributors,13-10-2024,28-10-2024,33547,Unpaid
INV109288,Gupta Retailers,02-04-2024,17-04-2024,24753,Partially Paid
INV109289,Sharma Distributors,04-11-2024,19-12-2024,16826,Paid
INV109290,Singh Enterprises,24-05-2024,08-07-2024,11662,Paid
INV109291,Sharma Distributors,26-03-2024,10-05-2024,22286,Paid
INV109292,Gupta Retailers,01-06-2024,31-07-2024,13622,Paid
INV109293,Sharma Distributors,02-01-2024,02-03-2024,30695,Unpaid
INV109294,Sharma Distributors,07-12-2024,21-01-2025,3176,Paid
INV109295,Sharma Distributors,16-09-2024,15-11-2024,18627,Paid
INV109296,Verma Traders,12-06-2024,27-07-2024,36768,Paid
INV109297,Verma Traders,06-01-2024,06-03-2024,9388,Paid
INV109298,Sharma Distributors,28-05-2024,27-07-2024,9587,Unpaid
INV109299,Gupta Retailers,23-07-2024,21-09-2024,14196,Paid
INV109300,Gupta Retailers,27-04-2024,11-06-2024,39455,Paid
INV109301,Gupta Retailers,29-03-2024,13-05-2024,1370,Unpaid
INV109302,Gupta Retailers,02-06-2024,17-06-2024,7862,Partially Paid
INV109303,Agarwal Stores,15-06-2024,15-07-2024,18935,Paid
INV109304,Sharma Distributors,09-06-2024,08-08-2024,5029,Paid
INV109305,Sharma Distributors,26-09-2024,10-11-2024,15992,Paid
INV109306,Agarwal Stores,25-02-2024,26-03-2024,31952,Unpaid
INV109307,Gupta Retailers,15-08-2024,30-08-2024,20775,Partially Paid
INV109308,Singh Enterprises,02-12-2024,16-01-2025,46078,Paid
INV109309,Singh Enterprises,28-05-2024,12-07-2024,47365,Paid
INV109310,Agarwal Stores,15-02-2024,31-03-2024,36625,Unpaid
INV109311,Singh Enterprises,23-05-2024,07-06-2024,22689,Paid
INV109312,Verma Traders,25-08-2024,09-10-2024,47313,Paid
INV109313,Sharma Distributors,28-09-2024,12-11-2024,48721,Paid
INV109314,Singh Enterprises,29-04-2024,13-06-2024,44676,Unpaid
INV109315,Verma Traders,05-12-2024,20-12-2024,17050,Paid
INV109316,Sharma Distributors,07-08-2024,22-08-2024,22083,Partially Paid
INV109317,Verma Traders,08-01-2024,23-01-2024,25364,Partially Paid
INV109318,Sharma Distributors,09-12-2024,07-02-2025,9570,Unpaid
INV109319,Sharma Distributors,01-10-2024,16-10-2024,10165,Paid
INV109320,Singh Enterprises,18-12-2024,16-02-2025,49099,Partially Paid
INV109321,Agarwal Stores,06-03-2024,05-04-2024,43128,Partially Paid
INV109322,Singh Enterprises,19-03-2024,03-05-2024,3830,Unpaid
INV109323,Gupta Retailers,26-03-2024,25-05-2024,659,Unpaid
INV109324,Verma Traders,03-05-2024,02-07-2024,10881,Unpaid
INV109325,Gupta Retailers,20-07-2024,04-08-2024,14233,Paid
INV109326,Sharma Distributors,29-05-2024,28-06-2024,16856,Paid
INV109327,Singh Enterprises,15-02-2024,16-03-2024,30881,Paid
INV109328,Gupta Retailers,22-04-2024,22-05-2024,18884,Unpaid
INV109329,Gupta Retailers,31-03-2024,30-05-2024,20550,Paid
INV109330,Gupta Retailers,20-05-2024,19-06-2024,29568,Unpaid
INV109331,Sharma Distributors,15-10-2024,14-12-2024,42086,Paid
INV109332,Sharma Distributors,05-08-2024,19-09-2024,21989,Paid
INV109333,Sharma Distributors,17-03-2024,01-04-2024,13923,Unpaid
INV109334,Gupta Retailers,29-11-2024,28-01-2025,35455,Paid
INV109335,Verma Traders,31-05-2024,15-07-2024,31762,Paid
INV109336,Singh Enterprises,18-11-2024,18-12-2024,34562,Paid
INV109337,Singh Enterprises,26-08-2024,25-10-2024,40532,Paid
INV109338,Sharma Distributors,24-04-2024,24-05-2024,19454,Partially Paid
INV109339,Gupta Retailers,14-11-2024,13-01-2025,25690,Paid
INV109340,Verma Traders,03-04-2024,18-05-2024,37779,Unpaid
INV109341,Agarwal Stores,17-02-2024,18-03-2024,21955,Unpaid
INV109342,Sharma Distributors,09-07-2024,23-08-2024,20732,Unpaid
INV109343,Agarwal Stores,12-01-2024,11-02-2024,38439,Paid
INV109344,Singh Enterprises,04-06-2024,19-06-2024,4764,Paid
INV109345,Singh Enterprises,20-06-2024,19-08-2024,15430,Paid
INV109346,Verma Traders,22-10-2024,06-11-2024,46847,Paid
INV109347,Verma Traders,25-06-2024,25-07-2024,39347,Unpaid
INV109348,Agarwal Stores,06-12-2024,21-12-2024,45387,Paid
INV109349,Singh Enterprises,26-02-2024,27-03-2024,49212,Paid
INV109350,Verma Traders,08-12-2024,23-12-2024,10696,Paid
INV109351,Verma Traders,05-12-2024,19-01-2025,23167,Paid
INV109352,Singh Enterprises,21-07-2024,20-08-2024,26136,Unpaid
INV109353,Singh Enterprises,03-07-2024,01-09-2024,11896,Unpaid
INV109354,Gupta Retailers,30-04-2024,30-05-2024,12796,Paid
INV109355,Verma Traders,13-08-2024,28-08-2024,29356,Paid
INV109356,Agarwal Stores,20-07-2024,18-09-2024,40583,Paid
INV109357,Sharma Distributors,25-11-2024,24-01-2025,2779,Paid
INV109358,Sharma Distributors,28-12-2024,27-01-2025,14705,Paid
INV109359,Singh Enterprises,21-12-2024,20-01-2025,17731,Unpaid
INV109360,Agarwal Stores,03-08-2024,02-09-2024,15303,Paid
INV109361,Gupta Retailers,12-02-2024,28-03-2024,30840,Paid
INV109362,Verma Traders,23-01-2024,23-03-2024,3177,Unpaid
INV109363,Gupta Retailers,03-06-2024,18-07-2024,8350,Partially Paid
INV109364,Agarwal Stores,04-07-2024,18-08-2024,21316,Paid
INV109365,Gupta Retailers,05-09-2024,05-10-2024,10409,Paid
INV109366,Singh Enterprises,24-08-2024,23-09-2024,24881,Unpaid
INV109367,Sharma Distributors,19-10-2024,03-12-2024,3729,Unpaid
INV109368,Singh Enterprises,13-05-2024,12-07-2024,32506,Paid
INV109369,Verma Traders,16-11-2024,31-12-2024,638,Partially Paid
INV109370,Singh Enterprises,22-01-2024,22-03-2024,8891,Paid
INV109371,Agarwal Stores,26-12-2024,25-01-2025,47634,Paid
INV109372,Agarwal Stores,28-03-2024,12-04-2024,14435,Unpaid
INV109373,Verma Traders,01-06-2024,16-06-2024,45044,Unpaid
INV109374,Verma Traders,04-05-2024,18-06-2024,9804,Unpaid
INV109375,Sharma Distributors,19-03-2024,18-04-2024,16301,Paid
INV109376,Gupta Retailers,11-12-2024,10-01-2025,11599,Unpaid
INV109377,Sharma Distributors,20-02-2024,20-04-2024,45961,Paid
INV109378,Singh Enterprises,03-08-2024,17-09-2024,47805,Unpaid
INV109379,Gupta Retailers,24-06-2024,09-07-2024,23585,Partially Paid
INV109380,Verma Traders,23-12-2024,21-02-2025,20356,Unpaid
INV109381,Agarwal Stores,09-09-2024,09-10-2024,29440,Paid
INV109382,Singh Enterprises,02-09-2024,01-11-2024,17219,Unpaid
INV109383,Sharma Distributors,14-08-2024,13-10-2024,48494,Unpaid
INV109384,Verma Traders,15-04-2024,30-05-2024,43878,Paid
INV109385,Gupta Retailers,11-07-2024,25-08-2024,1087,Paid
INV109386,Gupta Retailers,11-11-2024,11-12-2024,45795,Paid
INV109387,Agarwal Stores,28-10-2024,12-11-2024,7268,Paid
INV109388,Verma Traders,05-02-2024,06-03-2024,34074,Unpaid
INV109389,Verma Traders,22-07-2024,06-08-2024,15110,Paid
INV109390,Singh Enterprises,23-09-2024,22-11-2024,48840,Paid
INV109391,Singh Enterprises,24-09-2024,08-11-2024,14380,Unpaid
INV109392,Gupta Retailers,18-06-2024,03-07-2024,13858,Unpaid
INV109393,Sharma Distributors,08-02-2024,23-02-2024,19778,Partially Paid
INV109394,Gupta Retailers,18-05-2024,02-07-2024,20115,Unpaid
INV109395,Singh Enterprises,18-10-2024,02-12-2024,12276,Unpaid
INV109396,Singh Enterprises,21-02-2024,21-04-2024,26818,Unpaid
INV109397,Singh Enterprises,13-10-2024,27-11-2024,1223,Unpaid
INV109398,Gupta Retailers,15-10-2024,14-11-2024,5266,Paid
INV109399,Verma Traders,20-05-2024,04-06-2024,28039,Partially Paid
INV109400,Sharma Distributors,25-05-2024,24-06-2024,20770,Unpaid
INV109401,Sharma Distributors,09-11-2024,24-12-2024,43531,Paid
INV109402,Singh Enterprises,02-07-2024,31-08-2024,48667,Unpaid
INV109403,Agarwal Stores,31-05-2024,15-06-2024,27623,Unpaid
INV109404,Gupta Retailers,19-07-2024,18-08-2024,9021,Paid
INV109405,Verma Traders,07-05-2024,06-07-2024,17388,Unpaid
INV109406,Singh Enterprises,13-10-2024,12-11-2024,3542,Paid
INV109407,Agarwal Stores,06-11-2024,21-11-2024,19313,Unpaid
INV109408,Singh Enterprises,09-09-2024,09-10-2024,19024,Partially Paid
INV109409,Agarwal Stores,22-09-2024,06-11-2024,42684,Unpaid
INV109410,Sharma Distributors,06-07-2024,21-07-2024,48871,Unpaid
INV109411,Agarwal Stores,17-08-2024,01-09-2024,40552,Unpaid
INV109412,Sharma Distributors,27-09-2024,26-11-2024,1456,Paid
INV109413,Sharma Distributors,15-09-2024,14-11-2024,12277,Paid
INV109414,Gupta Retailers,25-10-2024,24-12-2024,3850,Paid
INV109415,Agarwal Stores,16-07-2024,31-07-2024,25925,Paid
INV109416,Verma Traders,18-11-2024,18-12-2024,16564,Paid
INV109417,Verma Traders,25-02-2024,25-04-2024,29566,Unpaid
INV109418,Agarwal Stores,14-11-2024,14-12-2024,2904,Paid
INV109419,Gupta Retailers,21-07-2024,19-09-2024,37355,Unpaid
INV109420,Verma Traders,27-09-2024,11-11-2024,39280,Paid
INV109421,Singh Enterprises,18-04-2024,03-05-2024,38962,Paid
INV109422,Verma Traders,25-04-2024,24-06-2024,2476,Paid
